trip_id,on_id,off_id,od
942,4,3,"(4, 3)"
943,39,13,"(39, 13)"
944,150,12,"(150, 12)"
945,150,4,"(150, 4)"
946,24,82,"(24, 82)"
947,72,102,"(72, 102)"
948,23,54,"(23, 54)"
949,73,41,"(73, 41)"
950,15,161,"(15, 161)"
951,68,3,"(68, 3)"
952,135,14,"(135, 14)"
953,135,45,"(135, 45)"
954,3,77,"(3, 77)"
955,3,13,"(3, 13)"
956,3,13,"(3, 13)"
957,3,13,"(3, 13)"
958,12,4,"(12, 4)"
959,39,102,"(39, 102)"
960,107,17,"(107, 17)"
961,35,3,"(35, 3)"
962,124,102,"(124, 102)"
963,39,102,"(39, 102)"
964,159,118,"(159, 118)"
965,140,104,"(140, 104)"
966,102,150,"(102, 150)"
967,104,148,"(104, 148)"
968,150,21,"(150, 21)"
969,150,79,"(150, 79)"
970,150,17,"(150, 17)"
971,150,15,"(150, 15)"
972,150,73,"(150, 73)"
973,150,19,"(150, 19)"
974,150,12,"(150, 12)"
975,67,104,"(67, 104)"
976,102,78,"(102, 78)"
977,14,150,"(14, 150)"
978,161,54,"(161, 54)"
979,140,141,"(140, 141)"
980,17,99,"(17, 99)"
981,5,15,"(5, 15)"
982,104,104,"(104, 104)"
983,24,78,"(24, 78)"
984,161,140,"(161, 140)"
985,3,143,"(3, 143)"
986,3,15,"(3, 15)"
987,104,82,"(104, 82)"
988,159,87,"(159, 87)"
989,135,45,"(135, 45)"
990,67,12,"(67, 12)"
991,141,140,"(141, 140)"
992,38,111,"(38, 111)"
993,15,41,"(15, 41)"
994,104,54,"(104, 54)"
995,67,84,"(67, 84)"
996,6,91,"(6, 91)"
997,150,15,"(150, 15)"
998,80,83,"(80, 83)"
999,3,27,"(3, 27)"
1000,17,81,"(17, 81)"
1001,104,104,"(104, 104)"
1002,3,15,"(3, 15)"
1003,3,15,"(3, 15)"
1004,3,15,"(3, 15)"
1005,74,148,"(74, 148)"
1006,82,159,"(82, 159)"
1007,74,148,"(74, 148)"
1008,6,91,"(6, 91)"
1009,99,161,"(99, 161)"
1010,23,106,"(23, 106)"
1011,24,24,"(24, 24)"
1012,73,54,"(73, 54)"
1013,41,15,"(41, 15)"
1014,23,54,"(23, 54)"
1015,15,17,"(15, 17)"
1016,141,73,"(141, 73)"
1017,24,81,"(24, 81)"
1018,15,161,"(15, 161)"
1019,12,45,"(12, 45)"
1020,41,3,"(41, 3)"
1021,22,23,"(22, 23)"
1022,142,35,"(142, 35)"
1023,159,143,"(159, 143)"
1024,12,82,"(12, 82)"
1025,140,82,"(140, 82)"
1026,3,14,"(3, 14)"
1027,54,82,"(54, 82)"
1029,67,104,"(67, 104)"
1030,17,150,"(17, 150)"
1031,162,120,"(162, 120)"
1032,148,74,"(148, 74)"
1033,17,15,"(17, 15)"
1034,148,74,"(148, 74)"
1035,18,105,"(18, 105)"
1036,18,105,"(18, 105)"
1037,161,83,"(161, 83)"
1038,102,15,"(102, 15)"
1039,3,91,"(3, 91)"
1040,104,104,"(104, 104)"
1041,4,104,"(4, 104)"
1042,97,21,"(97, 21)"
1043,3,21,"(3, 21)"
1044,3,15,"(3, 15)"
1045,3,41,"(3, 41)"
1046,14,23,"(14, 23)"
1047,96,87,"(96, 87)"
1048,120,11,"(120, 11)"
1049,102,73,"(102, 73)"
1050,161,62,"(161, 62)"
1051,102,33,"(102, 33)"
1052,24,102,"(24, 102)"
1053,67,104,"(67, 104)"
1054,104,104,"(104, 104)"
1055,104,104,"(104, 104)"
1056,67,14,"(67, 14)"
1057,104,104,"(104, 104)"
1058,104,104,"(104, 104)"
1059,67,16,"(67, 16)"
1060,67,16,"(67, 16)"
1061,67,74,"(67, 74)"
1062,67,16,"(67, 16)"
1063,54,3,"(54, 3)"
1064,15,33,"(15, 33)"
1065,120,150,"(120, 150)"
1066,140,161,"(140, 161)"
1067,79,3,"(79, 3)"
1068,15,4,"(15, 4)"
1069,20,120,"(20, 120)"
1070,45,135,"(45, 135)"
1071,45,135,"(45, 135)"
1072,33,3,"(33, 3)"
1073,15,3,"(15, 3)"
1074,13,3,"(13, 3)"
1075,4,3,"(4, 3)"
1076,104,104,"(104, 104)"
1077,21,161,"(21, 161)"
1078,90,135,"(90, 135)"
1079,114,3,"(114, 3)"
1080,14,21,"(14, 21)"
1081,54,159,"(54, 159)"
1082,91,32,"(91, 32)"
1083,82,90,"(82, 90)"
1084,33,78,"(33, 78)"
1085,17,120,"(17, 120)"
1086,161,99,"(161, 99)"
1087,45,91,"(45, 91)"
1088,6,22,"(6, 22)"
1089,102,124,"(102, 124)"
1090,21,161,"(21, 161)"
1091,74,22,"(74, 22)"
1092,161,12,"(161, 12)"
1093,15,161,"(15, 161)"
1094,42,135,"(42, 135)"
1095,77,150,"(77, 150)"
1096,17,78,"(17, 78)"
1097,87,96,"(87, 96)"
1098,120,150,"(120, 150)"
1099,105,84,"(105, 84)"
1100,3,99,"(3, 99)"
1101,35,142,"(35, 142)"
1102,87,96,"(87, 96)"
1103,21,118,"(21, 118)"
1104,15,120,"(15, 120)"
1105,84,67,"(84, 67)"
1106,14,3,"(14, 3)"
1107,21,123,"(21, 123)"
1108,21,135,"(21, 135)"
1109,16,67,"(16, 67)"
1110,12,67,"(12, 67)"
1111,102,159,"(102, 159)"
1113,143,3,"(143, 3)"
1114,15,3,"(15, 3)"
1115,83,148,"(83, 148)"
1116,104,104,"(104, 104)"
1117,105,84,"(105, 84)"
1118,27,90,"(27, 90)"
1119,21,135,"(21, 135)"
1120,15,67,"(15, 67)"
1121,15,67,"(15, 67)"
1122,15,161,"(15, 161)"
1123,16,161,"(16, 161)"
1124,77,3,"(77, 3)"
1125,73,67,"(73, 67)"
1126,35,142,"(35, 142)"
1127,35,142,"(35, 142)"
1128,19,150,"(19, 150)"
1129,12,150,"(12, 150)"
1130,73,150,"(73, 150)"
1131,17,150,"(17, 150)"
1132,15,150,"(15, 150)"
1133,15,150,"(15, 150)"
1134,79,150,"(79, 150)"
1135,21,150,"(21, 150)"
1136,12,120,"(12, 120)"
1137,104,104,"(104, 104)"
1138,73,35,"(73, 35)"
1139,93,78,"(93, 78)"
1140,12,150,"(12, 150)"
1141,17,24,"(17, 24)"
1142,83,96,"(83, 96)"
1143,4,102,"(4, 102)"
1144,142,73,"(142, 73)"
1145,150,135,"(150, 135)"
1146,13,39,"(13, 39)"
1147,13,39,"(13, 39)"
1148,101,148,"(101, 148)"
1149,99,75,"(99, 75)"
1150,142,73,"(142, 73)"
1151,4,111,"(4, 111)"
1152,18,111,"(18, 111)"
1153,21,120,"(21, 120)"
1154,15,73,"(15, 73)"
1155,15,6,"(15, 6)"
1156,20,3,"(20, 3)"
1157,12,137,"(12, 137)"
1158,99,160,"(99, 160)"
1159,83,24,"(83, 24)"
1160,99,160,"(99, 160)"
1161,99,160,"(99, 160)"
1162,82,159,"(82, 159)"
1163,74,159,"(74, 159)"
1164,91,3,"(91, 3)"
1165,104,104,"(104, 104)"
1166,35,73,"(35, 73)"
1167,102,74,"(102, 74)"
1168,148,159,"(148, 159)"
1169,100,23,"(100, 23)"
1170,12,148,"(12, 148)"
1171,82,24,"(82, 24)"
1172,80,110,"(80, 110)"
1173,93,6,"(93, 6)"
1174,3,33,"(3, 33)"
1175,105,84,"(105, 84)"
1176,73,78,"(73, 78)"
1177,83,77,"(83, 77)"
1178,77,24,"(77, 24)"
1179,4,3,"(4, 3)"
1180,159,73,"(159, 73)"
1181,102,17,"(102, 17)"
1182,78,3,"(78, 3)"
1183,13,159,"(13, 159)"
1184,3,111,"(3, 111)"
1185,163,148,"(163, 148)"
1186,161,20,"(161, 20)"
1187,17,150,"(17, 150)"
1188,159,38,"(159, 38)"
1189,12,150,"(12, 150)"
1190,23,148,"(23, 148)"
1191,74,3,"(74, 3)"
1192,18,77,"(18, 77)"
1193,18,24,"(18, 24)"
1194,62,161,"(62, 161)"
1195,15,5,"(15, 5)"
1196,150,135,"(150, 135)"
1197,13,33,"(13, 33)"
1198,18,32,"(18, 32)"
1199,18,32,"(18, 32)"
1200,15,24,"(15, 24)"
1201,150,3,"(150, 3)"
1202,42,78,"(42, 78)"
1203,135,3,"(135, 3)"
1204,41,159,"(41, 159)"
1205,161,23,"(161, 23)"
1206,104,18,"(104, 18)"
1207,4,3,"(4, 3)"
1208,17,67,"(17, 67)"
1209,99,67,"(99, 67)"
1210,42,73,"(42, 73)"
1211,15,67,"(15, 67)"
1212,42,67,"(42, 67)"
1213,45,67,"(45, 67)"
1214,42,67,"(42, 67)"
1215,4,160,"(4, 160)"
1216,159,160,"(159, 160)"
1217,150,160,"(150, 160)"
1218,4,160,"(4, 160)"
1219,111,160,"(111, 160)"
1220,105,160,"(105, 160)"
1221,45,73,"(45, 73)"
1222,84,104,"(84, 104)"
1223,14,73,"(14, 73)"
1224,35,73,"(35, 73)"
1225,45,35,"(45, 35)"
1226,77,105,"(77, 105)"
1227,93,111,"(93, 111)"
1228,83,23,"(83, 23)"
1229,99,74,"(99, 74)"
1230,90,4,"(90, 4)"
1231,11,73,"(11, 73)"
1232,73,150,"(73, 150)"
1233,115,18,"(115, 18)"
1234,45,162,"(45, 162)"
1235,143,160,"(143, 160)"
1236,104,104,"(104, 104)"
1237,148,12,"(148, 12)"
1238,148,15,"(148, 15)"
1239,74,150,"(74, 150)"
1240,12,150,"(12, 150)"
1241,13,24,"(13, 24)"
1242,21,23,"(21, 23)"
1243,150,161,"(150, 161)"
1244,74,148,"(74, 148)"
1245,33,3,"(33, 3)"
1246,33,3,"(33, 3)"
1247,148,16,"(148, 16)"
1248,3,20,"(3, 20)"
1249,17,15,"(17, 15)"
1250,124,160,"(124, 160)"
1251,18,105,"(18, 105)"
1252,71,148,"(71, 148)"
1253,13,22,"(13, 22)"
1254,82,159,"(82, 159)"
1255,150,73,"(150, 73)"
1256,106,3,"(106, 3)"
1257,106,3,"(106, 3)"
1258,15,71,"(15, 71)"
1259,102,68,"(102, 68)"
1260,74,24,"(74, 24)"
1261,82,71,"(82, 71)"
1262,102,24,"(102, 24)"
1263,15,100,"(15, 100)"
1264,4,78,"(4, 78)"
1265,104,104,"(104, 104)"
1266,12,21,"(12, 21)"
1267,3,4,"(3, 4)"
1268,105,3,"(105, 3)"
1269,4,148,"(4, 148)"
1270,82,32,"(82, 32)"
1271,4,83,"(4, 83)"
1272,21,96,"(21, 96)"
1273,73,14,"(73, 14)"
1274,16,91,"(16, 91)"
1275,142,3,"(142, 3)"
1276,142,3,"(142, 3)"
1277,84,4,"(84, 4)"
1278,13,6,"(13, 6)"
1279,21,3,"(21, 3)"
1280,21,23,"(21, 23)"
1281,13,6,"(13, 6)"
1282,14,135,"(14, 135)"
1283,27,3,"(27, 3)"
1284,24,71,"(24, 71)"
1285,17,3,"(17, 3)"
1286,3,33,"(3, 33)"
1287,23,3,"(23, 3)"
1288,20,159,"(20, 159)"
1289,99,105,"(99, 105)"
1290,12,150,"(12, 150)"
1291,102,142,"(102, 142)"
1292,54,105,"(54, 105)"
1293,3,78,"(3, 78)"
1294,15,3,"(15, 3)"
1295,24,18,"(24, 18)"
1296,91,16,"(91, 16)"
1297,3,74,"(3, 74)"
1298,135,150,"(135, 150)"
1299,80,73,"(80, 73)"
1300,18,3,"(18, 3)"
1301,3,21,"(3, 21)"
1302,90,135,"(90, 135)"
1303,104,78,"(104, 78)"
1304,90,135,"(90, 135)"
1305,135,150,"(135, 150)"
1306,100,3,"(100, 3)"
1307,33,67,"(33, 67)"
1308,100,3,"(100, 3)"
1309,98,150,"(98, 150)"
1310,160,4,"(160, 4)"
1311,160,111,"(160, 111)"
1312,160,45,"(160, 45)"
1313,160,105,"(160, 105)"
1314,160,150,"(160, 150)"
1315,160,159,"(160, 159)"
1316,21,12,"(21, 12)"
1317,148,160,"(148, 160)"
1318,82,3,"(82, 3)"
1319,77,3,"(77, 3)"
1320,104,104,"(104, 104)"
1321,33,13,"(33, 13)"
1322,162,45,"(162, 45)"
1323,159,148,"(159, 148)"
1324,32,17,"(32, 17)"
1325,32,17,"(32, 17)"
1326,73,11,"(73, 11)"
1327,32,71,"(32, 71)"
1328,77,104,"(77, 104)"
1329,135,150,"(135, 150)"
1330,17,41,"(17, 41)"
1331,148,3,"(148, 3)"
1332,105,73,"(105, 73)"
1333,81,5,"(81, 5)"
1334,3,17,"(3, 17)"
1335,3,93,"(3, 93)"
1336,140,3,"(140, 3)"
1337,148,101,"(148, 101)"
1338,98,150,"(98, 150)"
1339,3,93,"(3, 93)"
1340,3,93,"(3, 93)"
1341,45,148,"(45, 148)"
1342,45,148,"(45, 148)"
1343,45,148,"(45, 148)"
1344,160,124,"(160, 124)"
1345,104,104,"(104, 104)"
1346,3,41,"(3, 41)"
1347,3,18,"(3, 18)"
1348,23,111,"(23, 111)"
1349,17,16,"(17, 16)"
1350,78,33,"(78, 33)"
1351,82,148,"(82, 148)"
1352,74,17,"(74, 17)"
1353,78,4,"(78, 4)"
1354,89,17,"(89, 17)"
1355,4,3,"(4, 3)"
1356,82,24,"(82, 24)"
1357,150,17,"(150, 17)"
1358,73,3,"(73, 3)"
1359,13,161,"(13, 161)"
1360,75,140,"(75, 140)"
1361,3,18,"(3, 18)"
1362,4,150,"(4, 150)"
1363,73,3,"(73, 3)"
1364,3,74,"(3, 74)"
1365,72,73,"(72, 73)"
1366,73,142,"(73, 142)"
1367,32,82,"(32, 82)"
1368,67,104,"(67, 104)"
1369,104,77,"(104, 77)"
1370,148,3,"(148, 3)"
1371,23,45,"(23, 45)"
1372,33,19,"(33, 19)"
1373,91,3,"(91, 3)"
1374,102,148,"(102, 148)"
1375,77,24,"(77, 24)"
1376,24,142,"(24, 142)"
1377,24,142,"(24, 142)"
1378,135,90,"(135, 90)"
1379,160,148,"(160, 148)"
1380,91,150,"(91, 150)"
1381,23,102,"(23, 102)"
1382,15,112,"(15, 112)"
1383,23,13,"(23, 13)"
1384,90,4,"(90, 4)"
1385,18,162,"(18, 162)"
1386,73,4,"(73, 4)"
1387,3,102,"(3, 102)"
1388,24,82,"(24, 82)"
1389,3,17,"(3, 17)"
1390,3,163,"(3, 163)"
1391,15,3,"(15, 3)"
1392,68,102,"(68, 102)"
1393,4,148,"(4, 148)"
1394,4,148,"(4, 148)"
1395,3,13,"(3, 13)"
1396,111,4,"(111, 4)"
1397,111,18,"(111, 18)"
1398,11,3,"(11, 3)"
1399,17,77,"(17, 77)"
1400,3,15,"(3, 15)"
1401,15,159,"(15, 159)"
1402,13,159,"(13, 159)"
1403,140,78,"(140, 78)"
1404,15,73,"(15, 73)"
1405,74,22,"(74, 22)"
1406,74,22,"(74, 22)"
1407,159,102,"(159, 102)"
1408,3,17,"(3, 17)"
1409,3,15,"(3, 15)"
1410,3,17,"(3, 17)"
1411,150,13,"(150, 13)"
1412,99,13,"(99, 13)"
1413,15,3,"(15, 3)"
1414,54,82,"(54, 82)"
1415,33,102,"(33, 102)"
1416,71,86,"(71, 86)"
1417,15,3,"(15, 3)"
1418,67,104,"(67, 104)"
1419,15,86,"(15, 86)"
1420,14,104,"(14, 104)"
1421,21,75,"(21, 75)"
1422,71,24,"(71, 24)"
1423,15,162,"(15, 162)"
1424,45,79,"(45, 79)"
1425,73,101,"(73, 101)"
1426,73,101,"(73, 101)"
1427,17,82,"(17, 82)"
1428,6,33,"(6, 33)"
1429,67,104,"(67, 104)"
1430,24,89,"(24, 89)"
1431,135,14,"(135, 14)"
1432,17,80,"(17, 80)"
1433,67,3,"(67, 3)"
1434,67,73,"(67, 73)"
1435,67,3,"(67, 3)"
1436,17,150,"(17, 150)"
1437,3,82,"(3, 82)"
1438,4,3,"(4, 3)"
1439,162,18,"(162, 18)"
1440,3,150,"(3, 150)"
1441,159,82,"(159, 82)"
1442,89,141,"(89, 141)"
1443,75,99,"(75, 99)"
1444,3,77,"(3, 77)"
1445,27,160,"(27, 160)"
1446,13,67,"(13, 67)"
1447,3,150,"(3, 150)"
1448,14,74,"(14, 74)"
1449,3,77,"(3, 77)"
1450,100,160,"(100, 160)"
1451,17,77,"(17, 77)"
1452,17,74,"(17, 74)"
1453,148,24,"(148, 24)"
1454,148,24,"(148, 24)"
1455,17,82,"(17, 82)"
1456,82,67,"(82, 67)"
1457,83,45,"(83, 45)"
1458,120,18,"(120, 18)"
1459,104,104,"(104, 104)"
1460,159,74,"(159, 74)"
1461,19,102,"(19, 102)"
1462,24,15,"(24, 15)"
1463,150,91,"(150, 91)"
1464,135,45,"(135, 45)"
1465,163,12,"(163, 12)"
1466,74,87,"(74, 87)"
1467,14,17,"(14, 17)"
1468,83,19,"(83, 19)"
1469,3,78,"(3, 78)"
1470,100,15,"(100, 15)"
1471,96,83,"(96, 83)"
1472,161,15,"(161, 15)"
1473,161,16,"(161, 16)"
1474,12,90,"(12, 90)"
1475,161,159,"(161, 159)"
1476,3,105,"(3, 105)"
1477,3,4,"(3, 4)"
1478,6,93,"(6, 93)"
1479,161,102,"(161, 102)"
1480,15,3,"(15, 3)"
1481,106,17,"(106, 17)"
1482,106,17,"(106, 17)"
1483,77,3,"(77, 3)"
1484,3,45,"(3, 45)"
1485,150,19,"(150, 19)"
1486,150,12,"(150, 12)"
1487,150,73,"(150, 73)"
1488,150,79,"(150, 79)"
1489,150,15,"(150, 15)"
1490,150,17,"(150, 17)"
1491,150,21,"(150, 21)"
1492,13,24,"(13, 24)"
1493,3,79,"(3, 79)"
1494,13,24,"(13, 24)"
1495,13,24,"(13, 24)"
1496,13,24,"(13, 24)"
1497,67,104,"(67, 104)"
1498,93,160,"(93, 160)"
1499,93,160,"(93, 160)"
1500,77,15,"(77, 15)"
1501,159,13,"(159, 13)"
1502,89,141,"(89, 141)"
1503,99,150,"(99, 150)"
1504,104,104,"(104, 104)"
1505,3,4,"(3, 4)"
1506,3,143,"(3, 143)"
1507,93,160,"(93, 160)"
1508,84,23,"(84, 23)"
1509,77,3,"(77, 3)"
1510,77,3,"(77, 3)"
1511,24,74,"(24, 74)"
1512,67,84,"(67, 84)"
1513,159,87,"(159, 87)"
1514,14,150,"(14, 150)"
1515,93,3,"(93, 3)"
1516,3,13,"(3, 13)"
1517,67,15,"(67, 15)"
1518,11,3,"(11, 3)"
1519,150,15,"(150, 15)"
1520,40,150,"(40, 150)"
1521,40,150,"(40, 150)"
1522,40,150,"(40, 150)"
1523,14,82,"(14, 82)"
1524,24,23,"(24, 23)"
1525,104,104,"(104, 104)"
1526,161,140,"(161, 140)"
1527,82,159,"(82, 159)"
1528,67,99,"(67, 99)"
1529,21,140,"(21, 140)"
1530,82,12,"(82, 12)"
1531,67,12,"(67, 12)"
1532,150,12,"(150, 12)"
1533,99,161,"(99, 161)"
1534,77,83,"(77, 83)"
1535,90,77,"(90, 77)"
1536,104,54,"(104, 54)"
1537,78,45,"(78, 45)"
1538,15,3,"(15, 3)"
1539,22,13,"(22, 13)"
1540,99,39,"(99, 39)"
1541,74,39,"(74, 39)"
1542,141,73,"(141, 73)"
1543,45,82,"(45, 82)"
1544,13,161,"(13, 161)"
1545,3,11,"(3, 11)"
1546,5,15,"(5, 15)"
1547,18,105,"(18, 105)"
1548,17,106,"(17, 106)"
1549,17,106,"(17, 106)"
1550,23,83,"(23, 83)"
1551,4,90,"(4, 90)"
1552,159,143,"(159, 143)"
1554,3,82,"(3, 82)"
1555,12,22,"(12, 22)"
1556,83,15,"(83, 15)"
1557,67,104,"(67, 104)"
1558,15,3,"(15, 3)"
1559,80,83,"(80, 83)"
1560,3,73,"(3, 73)"
1561,102,73,"(102, 73)"
1562,135,90,"(135, 90)"
1563,142,35,"(142, 35)"
1564,142,35,"(142, 35)"
1565,142,35,"(142, 35)"
1566,100,3,"(100, 3)"
1567,78,81,"(78, 81)"
1568,104,104,"(104, 104)"
1569,3,91,"(3, 91)"
1570,33,5,"(33, 5)"
1571,159,82,"(159, 82)"
1572,15,82,"(15, 82)"
1573,3,15,"(3, 15)"
1574,96,87,"(96, 87)"
1575,17,81,"(17, 81)"
1576,15,16,"(15, 16)"
1577,3,150,"(3, 150)"
1578,3,15,"(3, 15)"
1579,3,15,"(3, 15)"
1580,15,45,"(15, 45)"
1581,159,150,"(159, 150)"
1582,150,74,"(150, 74)"
1583,150,15,"(150, 15)"
1584,150,15,"(150, 15)"
1585,104,104,"(104, 104)"
1586,67,104,"(67, 104)"
1587,104,104,"(104, 104)"
1588,67,74,"(67, 74)"
1589,67,14,"(67, 14)"
1590,67,42,"(67, 42)"
1591,17,150,"(17, 150)"
1592,104,104,"(104, 104)"
1593,104,104,"(104, 104)"
1594,20,120,"(20, 120)"
1595,45,135,"(45, 135)"
1596,79,3,"(79, 3)"
1597,120,150,"(120, 150)"
1598,140,161,"(140, 161)"
1599,45,93,"(45, 93)"
1600,33,71,"(33, 71)"
1601,13,3,"(13, 3)"
1602,104,104,"(104, 104)"
1603,12,110,"(12, 110)"
1604,90,135,"(90, 135)"
1605,15,3,"(15, 3)"
1606,12,3,"(12, 3)"
1607,12,4,"(12, 4)"
1608,21,161,"(21, 161)"
1609,91,32,"(91, 32)"
1610,54,159,"(54, 159)"
1611,114,3,"(114, 3)"
1612,4,45,"(4, 45)"
1613,82,90,"(82, 90)"
1614,33,78,"(33, 78)"
1615,161,90,"(161, 90)"
1616,161,90,"(161, 90)"
1617,161,90,"(161, 90)"
1618,82,73,"(82, 73)"
1619,82,73,"(82, 73)"
1620,17,120,"(17, 120)"
1621,45,91,"(45, 91)"
1622,12,110,"(12, 110)"
1623,102,124,"(102, 124)"
1624,21,161,"(21, 161)"
1625,74,22,"(74, 22)"
1626,18,3,"(18, 3)"
1627,42,135,"(42, 135)"
1628,79,3,"(79, 3)"
1629,99,148,"(99, 148)"
1630,99,148,"(99, 148)"
1631,16,23,"(16, 23)"
1632,33,71,"(33, 71)"
1633,73,150,"(73, 150)"
1634,87,96,"(87, 96)"
1635,73,123,"(73, 123)"
1636,77,3,"(77, 3)"
1637,17,78,"(17, 78)"
1638,120,150,"(120, 150)"
1639,148,84,"(148, 84)"
1640,105,159,"(105, 159)"
1641,102,159,"(102, 159)"
1642,21,71,"(21, 71)"
1643,4,84,"(4, 84)"
1644,159,3,"(159, 3)"
1645,15,3,"(15, 3)"
1646,21,118,"(21, 118)"
1647,87,96,"(87, 96)"
1648,45,135,"(45, 135)"
1649,143,3,"(143, 3)"
1650,15,120,"(15, 120)"
1651,12,67,"(12, 67)"
1652,104,104,"(104, 104)"
1653,105,84,"(105, 84)"
1654,15,67,"(15, 67)"
1655,18,4,"(18, 4)"
1656,15,161,"(15, 161)"
1657,84,148,"(84, 148)"
1658,73,67,"(73, 67)"
1659,16,161,"(16, 161)"
1660,73,150,"(73, 150)"
1661,19,150,"(19, 150)"
1662,12,150,"(12, 150)"
1663,17,150,"(17, 150)"
1664,79,150,"(79, 150)"
1665,15,150,"(15, 150)"
1666,15,150,"(15, 150)"
1667,21,150,"(21, 150)"
1668,13,35,"(13, 35)"
1669,89,110,"(89, 110)"
1670,18,3,"(18, 3)"
1671,104,104,"(104, 104)"
1672,18,3,"(18, 3)"
1673,161,118,"(161, 118)"
1674,42,35,"(42, 35)"
1675,84,4,"(84, 4)"
1676,77,135,"(77, 135)"
1677,77,135,"(77, 135)"
1678,4,111,"(4, 111)"
1679,143,159,"(143, 159)"
1680,54,148,"(54, 148)"
1681,21,135,"(21, 135)"
1682,4,102,"(4, 102)"
1683,83,96,"(83, 96)"
1684,142,73,"(142, 73)"
1685,118,18,"(118, 18)"
1686,13,45,"(13, 45)"
1687,13,45,"(13, 45)"
1688,21,159,"(21, 159)"
1689,18,111,"(18, 111)"
1690,13,84,"(13, 84)"
1691,77,17,"(77, 17)"
1692,54,110,"(54, 110)"
1693,4,111,"(4, 111)"
1694,12,68,"(12, 68)"
1695,11,23,"(11, 23)"
1696,102,3,"(102, 3)"
1697,82,68,"(82, 68)"
1698,15,72,"(15, 72)"
1699,14,78,"(14, 78)"
1700,142,73,"(142, 73)"
1701,17,13,"(17, 13)"
1702,99,75,"(99, 75)"
1703,13,78,"(13, 78)"
1704,13,78,"(13, 78)"
1705,140,148,"(140, 148)"
1706,82,159,"(82, 159)"
1707,35,148,"(35, 148)"
1708,15,73,"(15, 73)"
1709,74,159,"(74, 159)"
1710,104,104,"(104, 104)"
1711,35,148,"(35, 148)"
1712,42,135,"(42, 135)"
1713,102,3,"(102, 3)"
1714,3,18,"(3, 18)"
1715,20,22,"(20, 22)"
1716,14,159,"(14, 159)"
1717,12,159,"(12, 159)"
1718,79,104,"(79, 104)"
1719,99,22,"(99, 22)"
1720,105,84,"(105, 84)"
1721,74,24,"(74, 24)"
1722,35,142,"(35, 142)"
1723,71,82,"(71, 82)"
1724,77,17,"(77, 17)"
1725,15,3,"(15, 3)"
1726,82,104,"(82, 104)"
1727,135,45,"(135, 45)"
1728,18,24,"(18, 24)"
1729,14,150,"(14, 150)"
1730,12,150,"(12, 150)"
1731,159,38,"(159, 38)"
1732,77,162,"(77, 162)"
1733,62,161,"(62, 161)"
1734,35,3,"(35, 3)"
1735,35,13,"(35, 13)"
1736,41,162,"(41, 162)"
1737,23,54,"(23, 54)"
1738,35,67,"(35, 67)"
1739,84,67,"(84, 67)"
1740,99,67,"(99, 67)"
1741,17,24,"(17, 24)"
1742,148,3,"(148, 3)"
1743,4,3,"(4, 3)"
1744,42,67,"(42, 67)"
1745,42,67,"(42, 67)"
1746,120,67,"(120, 67)"
1747,82,68,"(82, 68)"
1748,41,159,"(41, 159)"
1749,13,135,"(13, 135)"
1750,41,73,"(41, 73)"
1751,33,42,"(33, 42)"
1752,45,35,"(45, 35)"
1753,11,27,"(11, 27)"
1754,80,161,"(80, 161)"
1755,79,73,"(79, 73)"
1756,83,3,"(83, 3)"
1757,23,111,"(23, 111)"
1758,23,111,"(23, 111)"
1759,163,15,"(163, 15)"
1760,20,75,"(20, 75)"
1761,35,142,"(35, 142)"
1762,14,17,"(14, 17)"
1763,93,32,"(93, 32)"
1764,150,73,"(150, 73)"
1765,150,73,"(150, 73)"
1766,150,159,"(150, 159)"
1767,23,54,"(23, 54)"
1768,150,4,"(150, 4)"
1769,140,39,"(140, 39)"
1770,15,78,"(15, 78)"
1771,54,161,"(54, 161)"
1772,102,39,"(102, 39)"
1773,90,4,"(90, 4)"
1774,104,104,"(104, 104)"
1775,143,160,"(143, 160)"
1776,42,67,"(42, 67)"
1777,35,135,"(35, 135)"
1778,150,135,"(150, 135)"
1779,6,22,"(6, 22)"
1780,3,102,"(3, 102)"
1781,150,161,"(150, 161)"
1782,18,111,"(18, 111)"
1783,4,3,"(4, 3)"
1784,4,3,"(4, 3)"
1785,73,82,"(73, 82)"
1786,73,82,"(73, 82)"
1787,148,142,"(148, 142)"
1788,115,16,"(115, 16)"
1789,35,45,"(35, 45)"
1790,54,3,"(54, 3)"
1791,15,100,"(15, 100)"
1792,4,39,"(4, 39)"
1793,17,77,"(17, 77)"
1794,22,20,"(22, 20)"
1795,17,77,"(17, 77)"
1796,73,82,"(73, 82)"
1797,135,3,"(135, 3)"
1798,4,3,"(4, 3)"
1799,104,104,"(104, 104)"
1801,115,107,"(115, 107)"
1802,118,3,"(118, 3)"
1803,12,23,"(12, 23)"
1804,68,111,"(68, 111)"
1805,17,13,"(17, 13)"
1806,17,13,"(17, 13)"
1807,77,78,"(77, 78)"
1808,77,78,"(77, 78)"
1809,77,78,"(77, 78)"
1810,67,3,"(67, 3)"
1811,135,24,"(135, 24)"
1812,150,159,"(150, 159)"
1813,82,107,"(82, 107)"
1814,33,84,"(33, 84)"
1815,82,107,"(82, 107)"
1816,82,159,"(82, 159)"
1817,83,23,"(83, 23)"
1818,18,107,"(18, 107)"
1819,82,17,"(82, 17)"
1820,111,38,"(111, 38)"
1821,67,93,"(67, 93)"
1822,111,93,"(111, 93)"
